fecha;tendencia;precio_entrada;resultado;ganancia_usd
27/01/2025 17:45;alcista;104.922;SL;-10.0
27/01/2025 18:15;bajista;104.874;sin resultado;0.0
27/01/2025 18:45;alcista;104.866;sin resultado;0.0
27/01/2025 19:00;bajista;104.833;sin resultado;0.0
27/01/2025 19:25;alcista;104.875;sin resultado;0.0
27/01/2025 20:50;bajista;104.888;sin resultado;0.0
27/01/2025 21:15;alcista;104.897;sin resultado;0.0
27/01/2025 22:50;bajista;104.917;TP;10.0
27/01/2025 23:50;alcista;104.446;SL;-10.0
28/01/2025 1:40;bajista;104.487;TP;10.0
28/01/2025 2:20;alcista;104.366;sin resultado;0.0
28/01/2025 2:45;bajista;10.432;sin resultado;0.0
28/01/2025 3:00;alcista;104.372;sin resultado;0.0
28/01/2025 3:20;bajista;104.324;sin resultado;0.0
28/01/2025 3:25;alcista;10.437.400.000.000.000;sin resultado;0.0
28/01/2025 3:45;bajista;10.433;sin resultado;0.0
28/01/2025 4:50;alcista;104.327;sin resultado;0.0
28/01/2025 5:45;bajista;104.372;sin resultado;0.0
28/01/2025 6:00;alcista;104.405;sin resultado;0.0
28/01/2025 6:35;bajista;104.401;sin resultado;0.0
28/01/2025 7:25;alcista;104.414;SL;-10.0
28/01/2025 7:30;bajista;104.379;TP;10.0
28/01/2025 8:40;alcista;104.331;SL;-10.0
28/01/2025 8:50;bajista;10.425;SL;-10.0
28/01/2025 9:10;alcista;104.328;TP;10.0
28/01/2025 9:45;bajista;10.436;sin resultado;0.0
28/01/2025 10:35;alcista;104.336;SL;-10.0
28/01/2025 10:45;bajista;104.305;sin resultado;0.0
28/01/2025 11:10;alcista;104.324;SL;-10.0
28/01/2025 11:25;bajista;104.279;TP;10.0
28/01/2025 12:40;alcista;104.228;sin resultado;0.0
28/01/2025 13:00;bajista;104.198;SL;-10.0
28/01/2025 13:10;alcista;104.233;sin resultado;0.0
28/01/2025 14:50;bajista;104.303;sin resultado;0.0
28/01/2025 15:05;alcista;104.373;SL;-10.0
28/01/2025 15:40;bajista;104.312;TP;10.0
28/01/2025 17:00;alcista;104.254;sin resultado;0.0
28/01/2025 18:10;bajista;104.285;sin resultado;0.0
28/01/2025 18:20;alcista;104.324;sin resultado;0.0
28/01/2025 18:40;bajista;104.253;sin resultado;0.0
28/01/2025 19:25;alcista;104.271;sin resultado;0.0
28/01/2025 20:35;bajista;104.316;sin resultado;0.0
28/01/2025 21:10;alcista;104.331;sin resultado;0.0
28/01/2025 21:25;bajista;104.306;sin resultado;0.0
28/01/2025 22:20;alcista;104.286;sin resultado;0.0
28/01/2025 22:35;bajista;104.287;sin resultado;0.0
28/01/2025 23:25;alcista;104.297;sin resultado;0.0
28/01/2025 23:45;bajista;104.278;sin resultado;0.0
29/01/2025 0:00;alcista;104.317;sin resultado;0.0
29/01/2025 0:25;bajista;10.432;sin resultado;0.0
29/01/2025 1:20;alcista;104.316;sin resultado;0.0
29/01/2025 1:40;bajista;104.305;sin resultado;0.0
29/01/2025 2:10;alcista;104.317;sin resultado;0.0
29/01/2025 3:15;bajista;10.433;sin resultado;0.0
29/01/2025 3:20;alcista;104.349;sin resultado;0.0
29/01/2025 4:40;bajista;104.381;sin resultado;0.0
29/01/2025 5:20;alcista;104.405;sin resultado;0.0
29/01/2025 5:35;bajista;104.376;sin resultado;0.0
29/01/2025 5:55;alcista;104.403;sin resultado;0.0
29/01/2025 6:50;bajista;104.394;TP;10.0
29/01/2025 8:05;alcista;104.234;SL;-10.0
29/01/2025 8:55;bajista;104.244;TP;10.0
29/01/2025 10:30;alcista;104.077;sin resultado;0.0
29/01/2025 10:45;bajista;104.016;sin resultado;0.0
29/01/2025 11:05;alcista;104.041;sin resultado;0.0
29/01/2025 11:35;bajista;104.002;sin resultado;0.0
29/01/2025 12:40;alcista;104.028;SL;-10.0
29/01/2025 13:10;bajista;10.392;sin resultado;0.0
29/01/2025 13:35;alcista;103.908;sin resultado;0.0
29/01/2025 13:45;bajista;103.843;SL;-10.0
29/01/2025 14:00;alcista;103.902;TP;10.0
29/01/2025 14:45;bajista;103.951;SL;-10.0
29/01/2025 14:55;alcista;104.013;TP;10.0
29/01/2025 16:05;bajista;104.124;SL;-10.0
29/01/2025 17:00;alcista;104.259;SL;-10.0
29/01/2025 17:30;bajista;104.195;sin resultado;0.0
29/01/2025 18:05;alcista;104.225;SL;-10.0
29/01/2025 18:35;bajista;104.212;TP;10.0
29/01/2025 19:50;alcista;104.212;SL;-10.0
29/01/2025 20:35;bajista;104.114;sin resultado;0.0
29/01/2025 21:05;alcista;10.413.000.000.000.000;sin resultado;0.0
29/01/2025 23:10;bajista;104.197;sin resultado;0.0
29/01/2025 23:20;alcista;104.221;sin resultado;0.0
30/01/2025 0:30;bajista;104.249;sin resultado;0.0
30/01/2025 1:50;alcista;104.219;sin resultado;0.0
30/01/2025 1:55;bajista;1.042;sin resultado;0.0
30/01/2025 2:05;alcista;10.425;sin resultado;0.0
30/01/2025 2:35;bajista;104.218;sin resultado;0.0
30/01/2025 2:50;alcista;104.251;sin resultado;0.0
30/01/2025 2:55;bajista;10.423;sin resultado;0.0
30/01/2025 3:05;alcista;104.241;sin resultado;0.0
30/01/2025 4:25;bajista;104.237;sin resultado;0.0
30/01/2025 5:25;alcista;104.202;sin resultado;0.0
30/01/2025 5:40;bajista;104.188;sin resultado;0.0
30/01/2025 5:55;alcista;10.422;SL;-10.0
30/01/2025 6:10;bajista;10.417.399.999.999.900;sin resultado;0.0
30/01/2025 6:50;alcista;104.145;sin resultado;0.0
30/01/2025 7:00;bajista;10.411.299.999.999.900;SL;-10.0
30/01/2025 7:25;alcista;104.145;TP;10.0
30/01/2025 8:35;bajista;104.193;TP;10.0
30/01/2025 8:45;alcista;104.239;SL;-10.0
30/01/2025 8:50;bajista;1.042;TP;10.0
30/01/2025 9:30;alcista;104.114;sin resultado;0.0
30/01/2025 9:35;bajista;104.036;sin resultado;0.0
30/01/2025 9:55;alcista;104.076;SL;-10.0
30/01/2025 10:00;bajista;104.038;sin resultado;0.0
30/01/2025 10:05;alcista;104.076;SL;-10.0
30/01/2025 10:40;bajista;104.064;TP;10.0
30/01/2025 11:40;alcista;103.985;sin resultado;0.0
30/01/2025 11:55;bajista;103.918;SL;-10.0
30/01/2025 12:15;alcista;103.969;TP;10.0
30/01/2025 13:05;bajista;104.023;SL;-10.0
30/01/2025 13:15;alcista;104.046;TP;10.0
30/01/2025 14:15;bajista;104.318;TP;10.0
30/01/2025 15:00;alcista;104.348;sin resultado;0.0
30/01/2025 15:35;bajista;104.289;SL;-10.0
30/01/2025 17:15;alcista;104.199;sin resultado;0.0
30/01/2025 20:05;bajista;104.268;TP;10.0
30/01/2025 20:15;alcista;104.299;SL;-10.0
30/01/2025 20:35;bajista;103.938;SL;-10.0
30/01/2025 20:55;alcista;104.076;SL;-10.0
30/01/2025 21:05;bajista;103.888;sin resultado;0.0
30/01/2025 21:45;alcista;103.947;SL;-10.0
30/01/2025 21:50;bajista;103.919;sin resultado;0.0
30/01/2025 23:05;alcista;103.877;TP;10.0
31/01/2025 0:20;bajista;10.398;TP;10.0
31/01/2025 1:30;alcista;103.903;sin resultado;0.0
31/01/2025 1:50;bajista;103.875;sin resultado;0.0
31/01/2025 2:15;alcista;103.925;sin resultado;0.0
31/01/2025 2:55;bajista;103.897;sin resultado;0.0
31/01/2025 4:25;alcista;103.861;sin resultado;0.0
31/01/2025 5:20;bajista;103.875;sin resultado;0.0
31/01/2025 5:50;alcista;103.893;sin resultado;0.0
31/01/2025 8:05;bajista;103.976;TP;10.0
31/01/2025 9:40;alcista;103.777;sin resultado;0.0
31/01/2025 10:15;bajista;103.784;sin resultado;0.0
31/01/2025 11:15;alcista;103.789;sin resultado;0.0
31/01/2025 11:20;bajista;103.734;SL;-10.0
31/01/2025 11:40;alcista;103.778;sin resultado;0.0
31/01/2025 11:50;bajista;103.743;SL;-10.0
31/01/2025 12:00;alcista;103.784;sin resultado;0.0
31/01/2025 13:25;bajista;103.885;TP;10.0
31/01/2025 14:45;alcista;103.747;SL;-10.0
31/01/2025 14:55;bajista;103.687;SL;-10.0
31/01/2025 15:25;alcista;103.753;TP;10.0
31/01/2025 17:45;bajista;104.178;TP;10.0
31/01/2025 19:20;alcista;103.703;sin resultado;0.0
31/01/2025 20:15;bajista;103.714;SL;-10.0
31/01/2025 20:35;alcista;10.378;SL;-10.0
31/01/2025 20:50;bajista;103.661;SL;-10.0
2/02/2025 22:40;alcista;102.525;SL;-10.0
2/02/2025 23:00;bajista;102.492;SL;-10.0
2/02/2025 23:05;alcista;102.625;SL;-10.0
2/02/2025 23:10;bajista;102.478;TP;10.0
2/02/2025 23:50;alcista;10.249;TP;10.0
3/02/2025 0:20;bajista;102.198;SL;-10.0
3/02/2025 1:10;alcista;10.235;TP;10.0
3/02/2025 1:45;bajista;102.413;TP;10.0
3/02/2025 3:55;alcista;102.216;TP;10.0
3/02/2025 4:20;bajista;102.247;SL;-10.0
3/02/2025 4:55;alcista;102.265;TP;10.0
3/02/2025 7:05;bajista;102.433;TP;10.0
3/02/2025 8:20;alcista;102.369;TP;10.0
3/02/2025 8:50;bajista;102.419;SL;-10.0
3/02/2025 9:05;alcista;102.484;SL;-10.0
3/02/2025 9:40;bajista;102.416;TP;10.0
3/02/2025 10:10;alcista;1.024;sin resultado;0.0
3/02/2025 11:25;bajista;102.393;SL;-10.0
3/02/2025 11:40;alcista;102.491;TP;10.0
3/02/2025 12:50;bajista;102.584;SL;-10.0
3/02/2025 13:10;alcista;102.776;SL;-10.0
3/02/2025 13:30;bajista;102.692;TP;10.0
3/02/2025 14:20;alcista;10.263;SL;-10.0
3/02/2025 14:35;bajista;102.579;TP;10.0
3/02/2025 15:15;alcista;102.577;TP;10.0
3/02/2025 16:25;bajista;103.044;TP;10.0
3/02/2025 17:30;alcista;102.864;TP;10.0
3/02/2025 17:55;bajista;102.795;sin resultado;0.0
3/02/2025 19:00;alcista;102.832;TP;10.0
3/02/2025 19:40;bajista;102.872;SL;-10.0
3/02/2025 20:15;alcista;102.953;sin resultado;0.0
3/02/2025 21:00;bajista;102.939;SL;-10.0
3/02/2025 21:15;alcista;102.996;TP;10.0
3/02/2025 22:10;bajista;10.333;SL;-10.0
3/02/2025 22:20;alcista;103.424;sin resultado;0.0
3/02/2025 22:45;bajista;103.436;TP;10.0
3/02/2025 23:05;alcista;10.348.600.000.000.000;SL;-10.0
3/02/2025 23:15;bajista;10.340.799.999.999.900;TP;10.0
4/02/2025 1:40;alcista;103.173;sin resultado;0.0
4/02/2025 3:30;bajista;103.165;sin resultado;0.0
4/02/2025 4:20;alcista;103.144;SL;-10.0
4/02/2025 4:30;bajista;103.119;TP;10.0
4/02/2025 5:30;alcista;102.905;sin resultado;0.0
4/02/2025 6:25;bajista;102.949;SL;-10.0
4/02/2025 6:45;alcista;102.969;TP;10.0
4/02/2025 8:00;bajista;103.112;SL;-10.0
4/02/2025 8:10;alcista;103.198;TP;10.0
4/02/2025 9:50;bajista;103.412;TP;10.0
4/02/2025 10:50;alcista;103.341;SL;-10.0
4/02/2025 11:05;bajista;103.274;sin resultado;0.0
4/02/2025 11:35;alcista;103.253;sin resultado;0.0
4/02/2025 11:50;bajista;103.243;sin resultado;0.0
4/02/2025 12:25;alcista;103.249;TP;10.0
4/02/2025 13:35;bajista;103.319;SL;-10.0
4/02/2025 13:40;alcista;10.337;TP;10.0
4/02/2025 14:30;bajista;103.457;SL;-10.0
4/02/2025 14:45;alcista;103.559;TP;10.0
4/02/2025 16:10;bajista;103.762;SL;-10.0
4/02/2025 16:35;alcista;103.825;SL;-10.0
4/02/2025 17:00;bajista;103.775;TP;10.0
4/02/2025 17:35;alcista;103.731;TP;10.0
4/02/2025 19:00;bajista;103.816;sin resultado;0.0
4/02/2025 19:50;alcista;103.846;sin resultado;0.0
4/02/2025 20:05;bajista;103.815;sin resultado;0.0
4/02/2025 20:10;alcista;103.841;sin resultado;0.0
4/02/2025 20:30;bajista;103.812;sin resultado;0.0
4/02/2025 20:50;alcista;103.846;sin resultado;0.0
4/02/2025 21:10;bajista;103.831;TP;10.0
4/02/2025 21:50;alcista;103.799;SL;-10.0
4/02/2025 21:55;bajista;103.786;sin resultado;0.0
4/02/2025 22:50;alcista;103.796;sin resultado;0.0
4/02/2025 23:05;bajista;103.757;sin resultado;0.0
4/02/2025 23:40;alcista;103.795;sin resultado;0.0
4/02/2025 23:45;bajista;103.765;sin resultado;0.0
5/02/2025 0:25;alcista;103.753;TP;10.0
5/02/2025 1:35;bajista;103.773;sin resultado;0.0
5/02/2025 2:10;alcista;103.832;sin resultado;0.0
5/02/2025 3:00;bajista;103.817;sin resultado;0.0
5/02/2025 3:35;alcista;103.849;sin resultado;0.0
5/02/2025 3:50;bajista;103.812;sin resultado;0.0
5/02/2025 5:20;alcista;10.376;TP;10.0
5/02/2025 5:25;bajista;103.748;SL;-10.0
5/02/2025 5:45;alcista;103.764;TP;10.0
5/02/2025 6:40;bajista;103.869;SL;-10.0
5/02/2025 7:15;alcista;103.983;TP;10.0
5/02/2025 8:15;bajista;103.952;SL;-10.0
5/02/2025 8:50;alcista;104.055;TP;10.0
5/02/2025 9:50;bajista;104.048;SL;-10.0
5/02/2025 10:15;alcista;104.142;TP;10.0
5/02/2025 11:00;bajista;10.422;TP;10.0
5/02/2025 11:55;alcista;104.147;sin resultado;0.0
5/02/2025 12:00;bajista;10.413.000.000.000.000;sin resultado;0.0
5/02/2025 12:25;alcista;104.155;TP;10.0
5/02/2025 13:15;bajista;104.108;SL;-10.0
5/02/2025 14:05;alcista;10.418;TP;10.0
5/02/2025 15:30;bajista;104.181;sin resultado;0.0
5/02/2025 15:55;alcista;104.223;SL;-10.0
5/02/2025 16:10;bajista;104.142;SL;-10.0
5/02/2025 16:30;alcista;104.227;SL;-10.0
5/02/2025 17:15;bajista;104.143;sin resultado;0.0
5/02/2025 17:40;alcista;104.179;sin resultado;0.0
5/02/2025 18:45;bajista;104.168;TP;10.0
5/02/2025 20:50;alcista;104.061;sin resultado;0.0
5/02/2025 21:05;bajista;104.021;sin resultado;0.0
5/02/2025 22:05;alcista;104.035;sin resultado;0.0
5/02/2025 23:00;bajista;104.006;sin resultado;0.0
5/02/2025 23:25;alcista;104.031;sin resultado;0.0
5/02/2025 23:40;bajista;103.983;sin resultado;0.0
6/02/2025 0:10;alcista;104.019;sin resultado;0.0
6/02/2025 0:15;bajista;103.982;sin resultado;0.0
6/02/2025 1:15;alcista;104.011;sin resultado;0.0
6/02/2025 2:10;bajista;104.008;sin resultado;0.0
6/02/2025 2:50;alcista;103.969;sin resultado;0.0
6/02/2025 3:10;bajista;103.935;sin resultado;0.0
6/02/2025 4:10;alcista;103.923;sin resultado;0.0
6/02/2025 4:30;bajista;103.903;sin resultado;0.0
6/02/2025 5:15;alcista;103.885;sin resultado;0.0
6/02/2025 5:50;bajista;103.882;sin resultado;0.0
6/02/2025 6:30;alcista;103.891;sin resultado;0.0
6/02/2025 7:00;bajista;10.388;TP;10.0
6/02/2025 7:25;alcista;10.389;SL;-10.0
6/02/2025 7:30;bajista;10.383;TP;10.0
6/02/2025 9:10;alcista;103.664;SL;-10.0
6/02/2025 9:15;bajista;103.606;sin resultado;0.0
6/02/2025 9:35;alcista;103.634;sin resultado;0.0
6/02/2025 9:55;bajista;103.594;sin resultado;0.0
6/02/2025 10:20;alcista;103.639;sin resultado;0.0
6/02/2025 10:40;bajista;103.572;SL;-10.0
6/02/2025 11:15;alcista;103.664;SL;-10.0
6/02/2025 11:40;bajista;103.613;sin resultado;0.0
6/02/2025 12:55;alcista;103.619;sin resultado;0.0
6/02/2025 13:45;bajista;103.585;SL;-10.0
6/02/2025 14:05;alcista;103.662;sin resultado;0.0
6/02/2025 14:45;bajista;10.363;SL;-10.0
6/02/2025 15:10;alcista;103.709;sin resultado;0.0
6/02/2025 15:35;bajista;103.634;SL;-10.0
6/02/2025 15:55;alcista;103.694;sin resultado;0.0
6/02/2025 16:40;bajista;103.711;sin resultado;0.0
6/02/2025 17:10;alcista;103.759;TP;10.0
6/02/2025 19:00;bajista;103.882;sin resultado;0.0
6/02/2025 19:55;alcista;103.847;sin resultado;0.0
6/02/2025 20:25;bajista;103.855;sin resultado;0.0
6/02/2025 20:50;alcista;103.875;sin resultado;0.0
6/02/2025 21:10;bajista;103.869;sin resultado;0.0
6/02/2025 23:05;alcista;103.841;sin resultado;0.0
6/02/2025 23:30;bajista;103.846;sin resultado;0.0
6/02/2025 23:40;alcista;103.854;sin resultado;0.0
6/02/2025 23:45;bajista;103.842;sin resultado;0.0
6/02/2025 23:50;alcista;103.855;sin resultado;0.0
7/02/2025 0:15;bajista;103.841;sin resultado;0.0
7/02/2025 1:25;alcista;103.792;sin resultado;0.0
7/02/2025 2:40;bajista;103.831;sin resultado;0.0
7/02/2025 4:00;alcista;103.794;sin resultado;0.0
7/02/2025 4:05;bajista;103.777;sin resultado;0.0
7/02/2025 4:25;alcista;103.804;sin resultado;0.0
7/02/2025 4:45;bajista;103.797;sin resultado;0.0
7/02/2025 6:35;alcista;103.766;sin resultado;0.0
7/02/2025 9:00;bajista;103.956;sin resultado;0.0
7/02/2025 10:20;alcista;103.885;SL;-10.0
7/02/2025 10:30;bajista;10.386;sin resultado;0.0
7/02/2025 11:25;alcista;103.804;sin resultado;0.0
7/02/2025 12:00;bajista;103.774;sin resultado;0.0
7/02/2025 12:50;alcista;103.748;TP;10.0
7/02/2025 13:30;bajista;103.688;TP;10.0
7/02/2025 14:05;alcista;10.366.900.000.000.000;TP;10.0
7/02/2025 15:10;bajista;10.375;TP;10.0
7/02/2025 15:40;alcista;103.776;SL;-10.0
7/02/2025 15:50;bajista;103.452;TP;10.0
7/02/2025 17:05;alcista;103.467;SL;-10.0
7/02/2025 17:15;bajista;103.177;SL;-10.0
7/02/2025 18:00;alcista;103.256;TP;10.0
7/02/2025 18:50;bajista;10.323;SL;-10.0
7/02/2025 19:05;alcista;103.268;TP;10.0
7/02/2025 20:15;bajista;103.322;TP;10.0
7/02/2025 20:20;alcista;103.357;SL;-10.0
7/02/2025 20:25;bajista;103.299;sin resultado;0.0
7/02/2025 21:00;alcista;103.285;SL;-10.0
7/02/2025 21:30;bajista;103.285;TP;10.0
9/02/2025 22:30;alcista;102.961;TP;10.0
9/02/2025 22:55;bajista;102.906;SL;-10.0
9/02/2025 23:00;alcista;103.068;sin resultado;0.0
10/02/2025 0:50;bajista;103.112;TP;10.0
10/02/2025 2:00;alcista;103.046;sin resultado;0.0
10/02/2025 2:25;bajista;103.016;sin resultado;0.0
10/02/2025 3:10;alcista;103.055;sin resultado;0.0
10/02/2025 4:40;bajista;103.146;sin resultado;0.0
10/02/2025 5:05;alcista;103.161;sin resultado;0.0
10/02/2025 5:45;bajista;103.169;sin resultado;0.0
10/02/2025 6:45;alcista;103.181;sin resultado;0.0
10/02/2025 7:20;bajista;10.316;sin resultado;0.0
10/02/2025 7:45;alcista;103.142;sin resultado;0.0
10/02/2025 7:50;bajista;103.113;sin resultado;0.0
10/02/2025 8:05;alcista;103.146;TP;10.0
10/02/2025 8:10;bajista;103.117;SL;-10.0
10/02/2025 8:20;alcista;103.135;TP;10.0
10/02/2025 9:50;bajista;103.265;sin resultado;0.0
10/02/2025 10:35;alcista;103.303;sin resultado;0.0
10/02/2025 11:15;bajista;103.305;TP;10.0
10/02/2025 12:30;alcista;103.161;TP;10.0
10/02/2025 13:45;bajista;103.206;TP;10.0
10/02/2025 13:50;alcista;103.246;SL;-10.0
10/02/2025 13:55;bajista;103.215;TP;10.0
10/02/2025 14:50;alcista;103.095;TP;10.0
10/02/2025 15:50;bajista;103.148;TP;10.0
10/02/2025 16:05;alcista;103.162;SL;-10.0
10/02/2025 16:10;bajista;103.125;sin resultado;0.0
10/02/2025 17:05;alcista;103.143;sin resultado;0.0
10/02/2025 17:25;bajista;103.111;sin resultado;0.0
10/02/2025 18:00;alcista;103.115;sin resultado;0.0
10/02/2025 18:25;bajista;103.125;sin resultado;0.0
10/02/2025 19:10;alcista;103.092;sin resultado;0.0
10/02/2025 19:20;bajista;103.056;sin resultado;0.0
10/02/2025 19:40;alcista;103.087;sin resultado;0.0
10/02/2025 19:55;bajista;103.069;sin resultado;0.0
10/02/2025 20:50;alcista;103.063;sin resultado;0.0
10/02/2025 21:25;bajista;103.058;sin resultado;0.0
10/02/2025 22:15;alcista;103.078;sin resultado;0.0
10/02/2025 22:45;bajista;103.051;sin resultado;0.0
10/02/2025 23:45;alcista;103.004;sin resultado;0.0
11/02/2025 1:00;bajista;103.034;sin resultado;0.0
11/02/2025 1:35;alcista;103.022;sin resultado;0.0
11/02/2025 2:05;bajista;103.016;sin resultado;0.0
11/02/2025 3:30;alcista;102.984;sin resultado;0.0
11/02/2025 5:30;bajista;103.033;sin resultado;0.0
11/02/2025 6:00;alcista;103.058;sin resultado;0.0
11/02/2025 6:45;bajista;103.073;sin resultado;0.0
11/02/2025 7:25;alcista;103.056;sin resultado;0.0
11/02/2025 7:35;bajista;103.022;sin resultado;0.0
11/02/2025 7:45;alcista;103.061;TP;10.0
11/02/2025 8:00;bajista;103.016;SL;-10.0
11/02/2025 8:20;alcista;103.082;TP;10.0
11/02/2025 9:20;bajista;10.315;SL;-10.0
11/02/2025 9:50;alcista;103.181;sin resultado;0.0
11/02/2025 10:35;bajista;103.162;sin resultado;0.0
11/02/2025 11:00;alcista;103.191;sin resultado;0.0
11/02/2025 11:30;bajista;103.169;SL;-10.0
11/02/2025 11:35;alcista;103.196;sin resultado;0.0
11/02/2025 12:45;bajista;103.258;sin resultado;0.0
11/02/2025 13:50;alcista;103.223;TP;10.0
11/02/2025 15:00;bajista;103.286;SL;-10.0
11/02/2025 15:15;alcista;103.388;TP;10.0
11/02/2025 15:40;bajista;103.366;SL;-10.0
11/02/2025 15:45;alcista;103.396;TP;10.0
11/02/2025 16:50;bajista;103.455;sin resultado;0.0
11/02/2025 17:35;alcista;103.474;sin resultado;0.0
11/02/2025 17:55;bajista;103.453;sin resultado;0.0
11/02/2025 18:00;alcista;10.349;sin resultado;0.0
11/02/2025 18:20;bajista;103.474;sin resultado;0.0
11/02/2025 19:30;alcista;103.492;TP;10.0
11/02/2025 19:55;bajista;103.582;sin resultado;0.0
11/02/2025 20:10;alcista;103.618;sin resultado;0.0
11/02/2025 21:10;bajista;103.618;sin resultado;0.0
11/02/2025 22:30;alcista;103.636;sin resultado;0.0
11/02/2025 22:45;bajista;103.601;sin resultado;0.0
11/02/2025 23:10;alcista;10.366.900.000.000.000;sin resultado;0.0
12/02/2025 0:00;bajista;103.615;sin resultado;0.0
12/02/2025 0:35;alcista;103.585;sin resultado;0.0
12/02/2025 0:45;bajista;103.577;sin resultado;0.0
12/02/2025 1:25;alcista;103.574;sin resultado;0.0
12/02/2025 3:00;bajista;103.619;sin resultado;0.0
12/02/2025 3:20;alcista;103.647;sin resultado;0.0
12/02/2025 3:35;bajista;10.362;sin resultado;0.0
12/02/2025 4:15;alcista;103.627;sin resultado;0.0
12/02/2025 4:30;bajista;103.595;sin resultado;0.0
12/02/2025 5:15;alcista;103.565;sin resultado;0.0
12/02/2025 6:35;bajista;103.577;sin resultado;0.0
12/02/2025 6:55;alcista;10.359;TP;10.0
12/02/2025 8:20;bajista;103.743;sin resultado;0.0
12/02/2025 8:50;alcista;10.375;SL;-10.0
12/02/2025 8:55;bajista;103.712;sin resultado;0.0
12/02/2025 9:30;alcista;103.724;sin resultado;0.0
12/02/2025 9:45;bajista;103.694;sin resultado;0.0
12/02/2025 9:55;alcista;103.737;sin resultado;0.0
12/02/2025 10:20;bajista;103.716;SL;-10.0
12/02/2025 10:40;alcista;103.749;TP;10.0
12/02/2025 11:40;bajista;103.799;sin resultado;0.0
12/02/2025 12:30;alcista;103.764;SL;-10.0
12/02/2025 12:55;bajista;103.729;TP;10.0
12/02/2025 13:55;alcista;103.331;TP;10.0
12/02/2025 14:50;bajista;103.443;SL;-10.0
12/02/2025 15:20;alcista;103.572;TP;10.0
12/02/2025 15:55;bajista;103.745;TP;10.0
12/02/2025 16:35;alcista;103.686;TP;10.0
12/02/2025 17:40;bajista;104.056;SL;-10.0
12/02/2025 17:45;alcista;104.169;TP;10.0
12/02/2025 18:15;bajista;104.163;TP;10.0
12/02/2025 19:35;alcista;10.392;sin resultado;0.0
12/02/2025 20:50;bajista;103.944;TP;10.0
12/02/2025 22:20;alcista;103.844;sin resultado;0.0
12/02/2025 22:50;bajista;103.843;sin resultado;0.0
12/02/2025 23:00;alcista;10.387;sin resultado;0.0
13/02/2025 0:20;bajista;103.916;sin resultado;0.0
13/02/2025 0:25;alcista;103.953;sin resultado;0.0
13/02/2025 0:55;bajista;103.896;SL;-10.0
13/02/2025 1:15;alcista;103.936;sin resultado;0.0
13/02/2025 2:10;bajista;103.979;SL;-10.0
13/02/2025 2:25;alcista;104.027;TP;10.0
13/02/2025 2:55;bajista;10.404;SL;-10.0
13/02/2025 3:10;alcista;10.409;TP;10.0
13/02/2025 5:40;bajista;104.314;sin resultado;0.0
13/02/2025 5:55;alcista;10.435;sin resultado;0.0
13/02/2025 6:35;bajista;104.361;sin resultado;0.0
13/02/2025 7:40;alcista;104.327;SL;-10.0
13/02/2025 7:50;bajista;10.424;TP;10.0
13/02/2025 9:10;alcista;104.185;TP;10.0
13/02/2025 9:35;bajista;104.144;SL;-10.0
13/02/2025 9:40;alcista;104.196;sin resultado;0.0
13/02/2025 10:30;bajista;104.213;sin resultado;0.0
13/02/2025 11:10;alcista;10.425;SL;-10.0
13/02/2025 11:25;bajista;104.196;TP;10.0
13/02/2025 12:35;alcista;103.957;SL;-10.0
13/02/2025 13:00;bajista;103.914;TP;10.0
13/02/2025 13:15;alcista;10.392;SL;-10.0
13/02/2025 13:20;bajista;103.883;TP;10.0
13/02/2025 13:30;alcista;103.962;TP;10.0
13/02/2025 13:55;bajista;103.925;TP;10.0
13/02/2025 14:20;alcista;103.907;TP;10.0
13/02/2025 14:25;bajista;103.848;SL;-10.0
13/02/2025 14:45;alcista;10.397;TP;10.0
13/02/2025 16:40;bajista;104.263;SL;-10.0
13/02/2025 17:05;alcista;104.304;SL;-10.0
13/02/2025 17:50;bajista;104.288;TP;10.0
13/02/2025 18:35;alcista;104.312;SL;-10.0
13/02/2025 18:40;bajista;104.034;SL;-10.0
13/02/2025 19:10;alcista;104.301;TP;10.0
13/02/2025 22:05;bajista;10.463;sin resultado;0.0
13/02/2025 22:20;alcista;104.671;sin resultado;0.0
13/02/2025 22:50;bajista;104.653;sin resultado;0.0
13/02/2025 23:55;alcista;104.617;sin resultado;0.0
14/02/2025 0:10;bajista;104.591;sin resultado;0.0
14/02/2025 0:15;alcista;104.646;sin resultado;0.0
14/02/2025 0:35;bajista;104.627;sin resultado;0.0
14/02/2025 1:15;alcista;104.632;sin resultado;0.0
14/02/2025 1:40;bajista;104.626;sin resultado;0.0
14/02/2025 3:20;alcista;104.571;sin resultado;0.0
14/02/2025 4:35;bajista;104.579;TP;10.0
14/02/2025 5:50;alcista;104.516;sin resultado;0.0
14/02/2025 7:30;bajista;104.678;SL;-10.0
14/02/2025 8:00;alcista;104.671;TP;10.0
14/02/2025 8:55;bajista;104.769;SL;-10.0
14/02/2025 9:15;alcista;104.826;sin resultado;0.0
14/02/2025 9:45;bajista;104.774;TP;10.0
14/02/2025 10:15;alcista;104.812;SL;-10.0
14/02/2025 10:25;bajista;10.475;TP;10.0
14/02/2025 11:50;alcista;104.672;SL;-10.0
14/02/2025 12:00;bajista;104.645;SL;-10.0
14/02/2025 12:25;alcista;104.688;TP;10.0
14/02/2025 15:00;bajista;105.041;TP;10.0
14/02/2025 15:45;alcista;105.088;SL;-10.0
